,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.01254409624475139
annual_return,0.13118808440651542
annual_volatility,0.056560623805790106
sharpe,2.3194242845865802
max_drawdown,-0.01154230730825656
max_dd_start,2025-11-13 09:37:00
max_dd_end,2025-11-25 15:53:00
max_dd_duration,12 days 06:16:00
avg_turnover,2.7637881430564448e-05
