DateTime,VOO,IEMG,GLDM,TLT,HYG
2025-08-04 05:30:00-04:00,0.7686212361331491,0.39215686274498723,0.967213114754097,0.3030303030302532,0.592105263157895
2025-08-04 05:31:00-04:00,0.5095541401275013,-0.2777777777777488,0.9677419354838721,-0.12195121951206561,0.4761904761898111
2025-08-04 05:32:00-04:00,0.07462686567212264,0.3260869565217394,-0.48309178743916775,-0.5882352941174235,-0.7142857142853933
2025-08-04 05:33:00-04:00,0.21645021645000254,-0.714285714285635,-0.694444444444394,-0.5769230769229726,-0.5988023952100526
2025-08-04 05:34:00-04:00,0.6405693950176777,0.0,0.23809523809506666,-0.7219512195123857,-0.23809523809574337
2025-08-04 05:35:00-04:00,0.6616052060737552,-0.9478672985783768,-0.7317073170730869,-0.8500000000001094,-0.6249999999994094
2025-08-04 05:36:00-04:00,0.08658008658000102,0.0,-0.4761904761901333,0.3260869565217394,-0.7692307692309945
2025-08-04 05:37:00-04:00,0.9049773755657049,0.0,0.9676375404530722,-0.8333333333332501,0.0
2025-08-04 05:38:00-04:00,0.03716814159266005,-0.9756097560975604,-0.7576923076925667,-0.23588039867112054,-0.6249999999994094
2025-08-04 05:39:00-04:00,-0.610859728506985,0.48387096774193605,0.9615384615384699,0.17123287671258677,0.23809523809574337
2025-08-04 05:40:00-04:00,-0.46345811051694336,0.3012048192770847,0.08536585365861415,0.7843137254900837,0.38461538461549727
2025-08-04 05:41:00-04:00,0.024888003982063343,-0.7000000000000238,0.0,0.6767857142856855,0.8333333333336017
2025-08-04 05:42:00-04:00,0.7092994265767472,0.009090909091212521,-0.19533527696780262,0.16129032258095097,0.45454545454541695
2025-08-04 05:43:00-04:00,0.1966568338248954,0.6535947712418778,0.3124999999997047,0.7142857142853933,0.5769230769229726
2025-08-04 05:44:00-04:00,0.5222222222222312,0.6250000000002975,0.9090909090908339,0.13888888888877574,0.4545454545448297
2025-08-04 05:45:00-04:00,0.8840579710142034,-0.7692307692306583,0.9677419354838721,-0.774647887323914,0.6250000000002975
2025-08-04 05:46:00-04:00,0.5852620377762148,0.7239130434782806,0.645161290322887,0.8823529411763074,-0.3124999999997047
2025-08-04 05:47:00-04:00,0.6299734748011272,0.24285714285704824,0.7142857142856665,-0.24390243902413122,0.649350649351124
2025-08-04 05:48:00-04:00,-0.7947019867551167,0.0,-0.0172839506171543,0.6024096385540405,0.47619047619081
2025-08-04 05:49:00-04:00,-0.5298013245025103,-0.1597444089455575,-0.23809523809506666,-0.22380952380955213,0.45454545454541695
2025-08-04 05:50:00-04:00,-0.7507598784196726,0.4761904761903105,0.460396039603815,-0.9703264094955538,0.0
2025-08-04 05:51:00-04:00,-0.5831081081081501,0.0,0.6134969325157899,0.7558139534882757,-0.9375000000000022
2025-08-04 05:52:00-04:00,0.21406570841883701,-0.550000000000101,0.9756097560975562,-0.41666666666655744,-0.833333333333207
2025-08-04 05:53:00-04:00,0.5555555555559526,0.1624999999996155,-0.9677419354838721,-0.7314578005113946,-0.833333333333207
2025-08-04 05:54:00-04:00,0.7969034608380611,-0.9375000000000022,0.9375000000000022,-0.8064516129033795,-0.6312500000005048
2025-08-04 05:55:00-04:00,0.265780730896708,-0.31250000000014877,-0.9375000000000022,-0.9048780487805476,-0.4545454545461216
2025-08-04 05:56:00-04:00,-0.3017241379307364,0.0,-0.8230452674899266,-0.36585365853654345,-0.7181818181817071
2025-08-04 05:57:00-04:00,0.9297052154195535,0.5376344086018235,0.7692307692308684,-0.595238095238361,0.47619047619081
2025-08-04 05:58:00-04:00,0.7161458333334976,-0.4761904761903105,-0.48181818181844965,0.7843137254900837,0.23809523809490554
2025-08-04 05:59:00-04:00,0.5917159763315282,0.9523809523809594,0.0,-0.19230769230747535,0.0
2025-08-04 06:00:00-04:00,0.27790055248622547,-0.28125000000000067,-0.9615384615384699,0.5303030303029969,0.23809523809506666
2025-08-04 06:01:00-04:00,-0.31987179487172024,0.3086419753083593,0.3846153846149507,-0.4347826086955495,0.7142857142858766
2025-08-04 06:02:00-04:00,0.07715813598139203,0.6666666666668081,0.6472491909385905,0.0,-0.4545454545461216
2025-08-04 06:03:00-04:00,-0.7295019157090976,-0.9677419354838721,-0.9684466019418497,-0.6097560975610212,-0.6250000000002975
2025-08-04 06:04:00-04:00,0.6930693069310323,0.0,-0.7341463414636659,-0.2975609756096403,0.0
2025-08-04 06:05:00-04:00,0.06688741721832665,0.714285714285635,0.0,-0.4098360655738484,0.0
2025-08-04 06:06:00-04:00,0.22439313203095887,0.08133971291864145,-0.7421052631577282,0.0,0.0
2025-08-04 06:07:00-04:00,-0.8091286307050994,-0.7692307692309315,0.6451612903224286,0.36097560975624104,-0.7142857142858766
2025-08-04 06:08:00-04:00,-0.8591065292097294,-0.31250000000028755,0.6250000000002975,0.6250000000000215,0.0181818181811214
2025-08-04 06:09:00-04:00,0.12406947890804532,-0.9523809523809594,-0.9375000000000022,-0.8177570093458716,0.0
2025-08-04 06:10:00-04:00,0.1546391752579409,-0.14166666666664599,-0.6504854368932285,0.19607843137238162,-0.9375000000000022
2025-08-04 06:11:00-04:00,0.2806122448977951,0.384615384615224,-0.4169884169885044,0.8108108108108116,0.9375000000000022
2025-08-04 06:12:00-04:00,0.461065573770868,0.7101449275364553,-0.6965174129353023,-0.645161290322887,0.0
2025-08-04 06:13:00-04:00,-0.14230769230770438,0.9615384615384595,-0.9090909090908339,0.0,0.0
2025-08-04 06:14:00-04:00,0.9345794392523802,0.5769230769231303,0.0,0.0,0.0
