,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.008705243830664733
annual_return,0.08948783687863737
annual_volatility,0.049189960894526506
sharpe,1.8192296812456892
max_drawdown,-0.01144832923415251
max_dd_start,2025-11-13 09:37:00
max_dd_end,2025-11-25 15:53:00
max_dd_duration,12 days 06:16:00
avg_turnover,0.07122241705656052
