,0
start_date,2025-11-03 10:00:00
end_date,2025-12-03 15:59:00
total_return,-0.9846958877382709
benchmark_return,0.004286050796508789
excess_return,-0.9889819385347797
annual_return,-1.0
annual_volatility,0.09742830747653289
sharpe_ratio,-10.263957425729329
sortino_ratio,-11.184344605640105
calmar_ratio,-1.0155419682891953
max_drawdown,-0.9846958877382709
