,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.013236341893964054
annual_return,0.13885858076456992
annual_volatility,0.05578101627492578
sharpe,2.4893519343603008
max_drawdown,-0.0165194618158645
max_dd_start,2025-10-29 15:50:00
max_dd_end,2025-11-12 13:37:00
max_dd_duration,13 days 21:47:00
