,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.007552221261556635
annual_return,0.07723566194878884
annual_volatility,0.049139330850376216
sharpe,1.5717686955071248
max_drawdown,-0.014984114326338505
max_dd_start,2025-11-12 12:40:00
max_dd_end,2025-11-17 15:01:00
max_dd_duration,5 days 02:21:00
avg_turnover,0.0001002820281428285
