,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.013634098350713941
annual_return,0.14328707952202513
annual_volatility,0.05626814651429615
sharpe,2.5465043439029915
max_drawdown,-0.015261822024230542
max_dd_start,2025-10-29 15:50:00
max_dd_end,2025-11-12 13:37:00
max_dd_duration,13 days 21:47:00
