date,account_value,return
2025-10-27 14:51:00,100000.02099609375,0.0
2025-10-27 14:52:00,99999.91357421875,-1.0742185244660973e-06
2025-10-27 14:53:00,99997.11474609375,-2.798830543915276e-05
2025-10-27 14:54:00,99994.94580078125,-2.169007893881858e-05
2025-10-27 14:55:00,99985.68530273438,-9.260966114554847e-05
2025-10-27 14:56:00,99970.61186218262,-0.0001507559857805152
2025-10-27 14:57:00,99969.69827365875,-9.138570894462461e-06
2025-10-27 14:58:00,99969.49058717489,-2.07749435521265e-06
2025-10-27 14:59:00,99954.44400495291,-0.00015051174246871746
2025-10-27 15:00:00,99952.99888700247,-1.4457765883491014e-05
2025-10-27 15:01:00,99972.95301002264,0.00019963506090237004
2025-10-27 15:02:00,99993.32225555182,0.00020374756287466766
2025-10-27 15:03:00,99976.93119758368,-0.00016392152594202347
2025-10-27 15:04:00,99979.38135284185,2.4507206100699008e-05
2025-10-27 15:05:00,99979.62348979712,2.4218689091970447e-06
2025-10-27 15:06:00,99973.60869854689,-6.016017104570892e-05
2025-10-27 15:07:00,99965.14028471708,-8.470649344405334e-05
2025-10-27 15:08:00,99956.50151365995,-8.641783558271943e-05
2025-10-27 15:09:00,99955.81232947111,-6.894841039883914e-06
2025-10-27 15:10:00,99957.08197039366,1.2702021953137077e-05
2025-10-27 15:11:00,99955.45324796438,-1.62942174498637e-05
2025-10-27 15:12:00,99954.67493480444,-7.786600276893374e-06
2025-10-27 15:13:00,99959.95173162222,5.279189613904833e-05
2025-10-27 15:14:00,99951.90207284689,-8.052883815856671e-05
2025-10-27 15:15:00,99966.90254300833,0.0001500768854854062
2025-10-27 15:16:00,99955.47405713797,-0.00011432269660893724
2025-10-27 15:17:00,99960.43796437979,4.9661184528870805e-05
2025-10-27 15:18:00,99965.62442868948,5.1885169926269015e-05
2025-10-27 15:19:00,99959.47317022085,-6.15337372600333e-05
2025-10-27 15:20:00,99947.83103555441,-0.00011646854767444204
2025-10-27 15:21:00,99953.17749875784,5.349253853781377e-05
2025-10-27 15:22:00,99944.41401141882,-8.767592545144698e-05
2025-10-27 15:23:00,99944.37287658453,-4.115771221613329e-07
2025-10-27 15:24:00,99949.23980604857,4.869638303750534e-05
2025-10-27 15:25:00,99944.89715372771,-4.34485777909277e-05
2025-10-27 15:26:00,99941.02391564101,-3.875373527817416e-05
2025-10-27 15:27:00,99937.4689315483,-3.557081920346761e-05
2025-10-27 15:28:00,99931.23529659957,-6.237535346231837e-05
2025-10-27 15:29:00,99904.56625687331,-0.000266873912316834
2025-10-27 15:30:00,99915.03392349929,0.00010477665854691232
2025-10-27 15:31:00,99907.40573822707,-7.634672153600253e-05
2025-10-27 15:32:00,99906.91969429702,-4.864943959459467e-06
2025-10-27 15:33:00,99908.06187378615,1.1432436237912569e-05
2025-10-27 15:34:00,99901.46403097361,-6.603914327629745e-05
2025-10-27 15:35:00,99905.95051073283,4.4909049158992076e-05
2025-10-27 15:36:00,99903.95748972148,-1.9948972019845357e-05
2025-10-27 15:37:00,99875.71533226222,-0.00028269308012307537
2025-10-27 15:38:00,99876.5330202505,8.187055137165444e-06
2025-10-27 15:39:00,99885.07380001992,8.551337847984009e-05
2025-10-27 15:40:00,99887.45590870827,2.3848495052769536e-05
2025-10-27 15:41:00,99873.39113157243,-0.00014080624046231005
2025-10-27 15:42:00,99868.17328374833,-5.224462456898671e-05
2025-10-27 15:43:00,99865.84901445359,-2.3273373471410785e-05
2025-10-27 15:44:00,99867.41113489121,1.564218852623256e-05
2025-10-27 15:45:00,99874.62967627496,7.228125072744618e-05
2025-10-27 15:46:00,99856.72951262444,-0.0001792263331391597
2025-10-27 15:47:00,99856.05438750237,-6.760937649064047e-06
2025-10-27 15:48:00,99846.57005625218,-9.498003209085226e-05
2025-10-27 15:49:00,99844.08326178044,-2.4906158221926766e-05
2025-10-27 15:50:00,99834.18975573033,-9.908955770743244e-05
2025-10-27 15:51:00,99828.07129412144,-6.128623494472407e-05
2025-10-27 15:52:00,99834.8949873969,6.83544536821401e-05
2025-10-27 15:53:00,99830.05898695439,-4.8439981262249354e-05
2025-10-27 15:54:00,99813.28311758488,-0.00016804426982963694
2025-10-27 15:55:00,99829.85506849736,0.00016602951425759294
2025-10-27 15:56:00,99824.47163229436,-5.3926114580771234e-05
2025-10-27 15:57:00,99817.48299627751,-7.000924625566451e-05
2025-10-27 15:58:00,99817.93666677922,4.545000415578926e-06
2025-10-27 15:59:00,99818.22890525311,2.927715034406475e-06
2025-10-28 09:30:00,99601.1092691943,-0.0021751501548369356
2025-10-28 09:31:00,99560.30818276852,-0.00040964489979233853
2025-10-28 09:32:00,99561.02840905637,7.234070494410716e-06
2025-10-28 09:33:00,99541.55768423527,-0.00019556572619050527
2025-10-28 09:34:00,99529.64713125676,-0.00011965407469605172
2025-10-28 09:35:00,99540.38399343938,0.00010787601977990668
2025-10-28 09:36:00,99574.79626493901,0.00034571166112740137
2025-10-28 09:37:00,99556.57183104008,-0.00018302255774083065
2025-10-28 09:38:00,99566.93071012944,0.00010405017869574706
2025-10-28 09:39:00,99574.29221945256,7.393528424159967e-05
2025-10-28 09:40:00,99557.90012293309,-0.00016462177289033875
2025-10-28 09:41:00,99534.97308474034,-0.00023028848704564897
2025-10-28 09:42:00,99549.36015062779,0.00014454282190046186
2025-10-28 09:43:00,99548.40480165929,-9.596736403549855e-06
2025-10-28 09:44:00,99545.70336025208,-2.7136963295260053e-05
2025-10-28 09:45:00,99548.08637922257,2.3938943520818157e-05
2025-10-28 09:46:00,99561.99218767136,0.00013968935973140972
2025-10-28 09:47:00,99580.70841615647,0.00018798567680144984
2025-10-28 09:48:00,99594.81969278306,0.00014170693150328262
2025-10-28 09:49:00,99580.92682283372,-0.0001394939013112939
2025-10-28 09:50:00,99600.56355302781,0.00019719368779358426
2025-10-28 09:51:00,99587.05422418565,-0.00013563506430336325
2025-10-28 09:52:00,99605.63587396592,0.00018658700094142944
2025-10-28 09:53:00,99593.72142999619,-0.00011961616293276744
2025-10-28 09:54:00,99604.11972825974,0.00010440716657877935
2025-10-28 09:55:00,99585.3682481572,-0.00018826008556371843
2025-10-28 09:56:00,99561.29259508103,-0.00024175894009026422
2025-10-28 09:57:00,99583.70114534348,0.0002250729141655139
2025-10-28 09:58:00,99601.78673189133,0.0001816119137956207
2025-10-28 09:59:00,99606.11585634202,4.346432521673549e-05
2025-10-28 10:00:00,99624.37570302933,0.0001833205374019986
2025-10-28 10:01:00,99624.08421438187,-2.925876778636649e-06
2025-10-28 10:02:00,99624.25028865784,1.6670093108128725e-06
2025-10-28 10:03:00,99610.51589525491,-0.00013786194990816902
2025-10-28 10:04:00,99624.7310918644,0.0001427077902542706
2025-10-28 10:05:00,99638.36171854287,0.0001368197086113465
2025-10-28 10:06:00,99642.28424013406,3.9367584166782876e-05
2025-10-28 10:07:00,99636.37552059442,-5.929931840387148e-05
2025-10-28 10:08:00,99645.28058422357,8.937562795341414e-05
2025-10-28 10:09:00,99628.15435684472,-0.00017187193691892144
2025-10-28 10:10:00,99615.07128036767,-0.00013131906900720747
2025-10-28 10:11:00,99616.74714744836,1.68234290167657e-05
2025-10-28 10:12:00,99613.49862969667,-3.261015687339164e-05
2025-10-28 10:13:00,99633.4400709942,0.00020018814289080034
2025-10-28 10:14:00,99618.60220516473,-0.00014892455604154087
2025-10-28 10:15:00,99612.88711536676,-5.7369704768661656e-05
2025-10-28 10:16:00,99621.01582754403,8.160301756809929e-05
2025-10-28 10:17:00,99620.27293623239,-7.457174628022756e-06
2025-10-28 10:18:00,99614.0809462145,-6.215592304037454e-05
2025-10-28 10:19:00,99616.57208371907,2.5007885239958227e-05
2025-10-28 10:20:00,99616.61736608297,4.545665741595428e-07
2025-10-28 10:21:00,99609.29881442338,-7.346717699407979e-05
2025-10-28 10:22:00,99600.72140086442,-8.611057060992078e-05
2025-10-28 10:23:00,99597.73012507707,-3.0032671905155794e-05
2025-10-28 10:24:00,99602.58940828592,4.8789095923540415e-05
2025-10-28 10:25:00,99621.6650832966,0.000191517862376811
2025-10-28 10:26:00,99635.61545027047,0.0001400334652328361
2025-10-28 10:27:00,99647.26251447946,0.0001168965952220713
2025-10-28 10:28:00,99633.872289069,-0.00013437624950829452
2025-10-28 10:29:00,99645.58898103982,0.0001175974766576271
2025-10-28 10:30:00,99634.63283861428,-0.00010995110308020806
2025-10-28 10:31:00,99621.93106783181,-0.00012748349063562703
2025-10-28 10:32:00,99632.96503771096,0.00011075844205055141
2025-10-28 10:33:00,99632.23728311807,-7.304355467252499e-06
2025-10-28 10:34:00,99634.0564166382,1.825848309477962e-05
2025-10-28 10:35:00,99623.49410689622,-0.0001060110380110002
2025-10-28 10:36:00,99627.8443743065,4.3667083244436355e-05
2025-10-28 10:37:00,99624.41209567338,-3.445099765708726e-05
2025-10-28 10:38:00,99619.8359266594,-4.593421348964011e-05
2025-10-28 10:39:00,99615.70692361146,-4.1447599361421616e-05
2025-10-28 10:40:00,99606.52555716783,-9.216785913768177e-05
2025-10-28 10:41:00,99617.0250755623,0.00010540994513896784
2025-10-28 10:42:00,99631.27735865861,0.00014307075608321895
2025-10-28 10:43:00,99637.80640757829,6.553212096416239e-05
2025-10-28 10:44:00,99634.1386109665,-3.681129426702512e-05
2025-10-28 10:45:00,99636.27300942689,2.1422360750422698e-05
2025-10-28 10:46:00,99632.75070870668,-3.535159047829417e-05
2025-10-28 10:47:00,99625.26976502687,-7.508518661381025e-05
2025-10-28 10:48:00,99642.77752507478,0.00017573613691790335
2025-10-28 10:49:00,99647.36345876008,4.6023744010526e-05
2025-10-28 10:50:00,99661.30427277833,0.00013990148393649982
2025-10-28 10:51:00,99659.94556535035,-1.3633249513422818e-05
2025-10-28 10:52:00,99654.35588050634,-5.6087576732144484e-05
2025-10-28 10:53:00,99648.31219173223,-6.06465088325292e-05
2025-10-28 10:54:00,99650.8119103983,2.5085408985825453e-05
2025-10-28 10:55:00,99647.59268141538,-3.230509537466286e-05
2025-10-28 10:56:00,99659.98565793782,0.00012436804732529616
2025-10-28 10:57:00,99652.16738153249,-7.844950361690639e-05
2025-10-28 10:58:00,99645.12580037862,-7.066159561697205e-05
2025-10-28 10:59:00,99632.7425243929,-0.00012427377542301166
2025-10-28 11:00:00,99616.83187986165,-0.00015969292953421643
2025-10-28 11:01:00,99612.83407712728,-4.01317996058248e-05
2025-10-28 11:02:00,99620.35824085027,7.553407944560497e-05
2025-10-28 11:03:00,99633.52207828313,0.00013214003307471245
2025-10-28 11:04:00,99627.79336906224,-5.74978089842304e-05
2025-10-28 11:05:00,99620.45379234105,-7.366997173174905e-05
2025-10-28 11:06:00,99626.04441238195,5.61191986994114e-05
2025-10-28 11:07:00,99619.09585071355,-6.974643738366648e-05
2025-10-28 11:08:00,99626.24172855169,7.173200857835127e-05
2025-10-28 11:09:00,99631.69220424443,5.470923722694643e-05
2025-10-28 11:10:00,99635.60825515538,3.93052734959376e-05
2025-10-28 11:11:00,99654.34432626516,0.0001880459349612451
2025-10-28 11:12:00,99654.46420312673,1.2029265996638117e-06
2025-10-28 11:13:00,99661.09238076955,6.651159780779459e-05
2025-10-28 11:14:00,99663.66095042974,2.577304340967146e-05
2025-10-28 11:15:00,99666.12818122655,2.4755570618983924e-05
2025-10-28 11:16:00,99661.16539693624,-4.979409134153734e-05
2025-10-28 11:17:00,99654.68688607961,-6.500536925113654e-05
2025-10-28 11:18:00,99670.24991632253,0.0001561695764566995
2025-10-28 11:19:00,99661.83992982656,-8.437810182104766e-05
2025-10-28 11:20:00,99655.65773225576,-6.203174229124642e-05
2025-10-28 11:21:00,99667.28755641729,0.00011670008934938636
2025-10-28 11:22:00,99664.48517490178,-2.811736512764451e-05
2025-10-28 11:23:00,99664.9840972498,5.0060194174417205e-06
2025-10-28 11:24:00,99665.59790150076,6.158675050382811e-06
2025-10-28 11:25:00,99656.12933657318,-9.500334244660902e-05
2025-10-28 11:26:00,99655.13107893616,-1.001702197012122e-05
2025-10-28 11:27:00,99660.50072083622,5.388224210767234e-05
2025-10-28 11:28:00,99663.01577792317,2.5236247748638974e-05
2025-10-28 11:29:00,99660.84285650402,-2.1802685802541077e-05
2025-10-28 11:30:00,99663.19025955349,2.3553915280860593e-05
2025-10-28 11:31:00,99669.85904822499,6.691325708252371e-05
2025-10-28 11:32:00,99670.39889178425,5.416317073292376e-06
2025-10-28 11:33:00,99690.58978746086,0.00020257665165490657
2025-10-28 11:34:00,99687.81590173393,-2.782495050779321e-05
2025-10-28 11:35:00,99687.94983837754,1.343560819266898e-06
2025-10-28 11:36:00,99680.70455438644,-7.267963683521561e-05
2025-10-28 11:37:00,99669.76277048141,-0.00010976832431053296
2025-10-28 11:38:00,99672.89806444198,3.145682174232611e-05
2025-10-28 11:39:00,99674.11661536247,1.2225499048890143e-05
2025-10-28 11:40:00,99680.58488292247,6.489415486843342e-05
2025-10-28 11:41:00,99677.2905094102,-3.3049299581588976e-05
2025-10-28 11:42:00,99679.45370978862,2.1702038321524952e-05
2025-10-28 11:43:00,99690.54434270412,0.0001112629785049446
2025-10-28 11:44:00,99684.86274976283,-5.699229529487759e-05
2025-10-28 11:45:00,99685.97372169048,1.1144840821319946e-05
2025-10-28 11:46:00,99686.3544632867,3.8194099130084425e-06
2025-10-28 11:47:00,99691.85624802858,5.519095137440644e-05
2025-10-28 11:48:00,99687.80862153322,-4.0601375555615604e-05
2025-10-28 11:49:00,99691.7492204979,3.9529397016346834e-05
2025-10-28 11:50:00,99707.3752843216,0.0001567438022291867
2025-10-28 11:51:00,99699.330785878,-8.068107720882178e-05
2025-10-28 11:52:00,99710.68282807618,0.00011386277228431219
2025-10-28 11:53:00,99705.17972100526,-5.51907470176527e-05
2025-10-28 11:54:00,99691.51870168,-0.00013701413871858303
2025-10-28 11:55:00,99689.8916112259,-1.6321252552797816e-05
2025-10-28 11:56:00,99692.69645846635,2.813572364379624e-05
2025-10-28 11:57:00,99699.36180032045,6.685887824153802e-05
2025-10-28 11:58:00,99697.23685372621,-2.1313542593159873e-05
2025-10-28 11:59:00,99686.81448949128,-0.0001045401514007116
2025-10-28 12:00:00,99688.67159283906,1.8629377990242446e-05
2025-10-28 12:01:00,99670.59771860391,-0.0001813031906872098
2025-10-28 12:02:00,99666.70045412332,-3.910144586061204e-05
2025-10-28 12:03:00,99654.64035309106,-0.00012100431716211002
2025-10-28 12:04:00,99648.0112112835,-6.652115530259017e-05
2025-10-28 12:05:00,99641.80917394906,-6.223944922789659e-05
2025-10-28 12:06:00,99647.3026503399,5.513224254327653e-05
2025-10-28 12:07:00,99650.41823519021,3.1266123291295855e-05
2025-10-28 12:08:00,99645.33271826059,-5.103357336266878e-05
2025-10-28 12:09:00,99652.14103258401,6.832547132606948e-05
2025-10-28 12:10:00,99659.62831056863,7.513414069215685e-05
2025-10-28 12:11:00,99672.47428262979,0.00012889845445873682
2025-10-28 12:12:00,99665.5064195469,-6.99075961847484e-05
2025-10-28 12:13:00,99675.38156736642,9.908290414895049e-05
2025-10-28 12:14:00,99670.95868242532,-4.437289199754613e-05
2025-10-28 12:15:00,99665.39443672448,-5.582614810162312e-05
2025-10-28 12:16:00,99665.40087307245,6.457956636118922e-08
2025-10-28 12:17:00,99664.1448296383,-1.2602602539546481e-05
2025-10-28 12:18:00,99661.80593133718,-2.34678008337319e-05
2025-10-28 12:19:00,99681.74904990941,0.00020010793890268275
2025-10-28 12:20:00,99679.76367545873,-1.991713096538561e-05
2025-10-28 12:21:00,99688.00299859792,8.265793211559291e-05
2025-10-28 12:22:00,99672.32692552358,-0.00015725135024080572
2025-10-28 12:23:00,99674.18343759328,1.862615358705355e-05
2025-10-28 12:24:00,99679.9891197756,5.8246598889422074e-05
2025-10-28 12:25:00,99676.27678037435,-3.72425743022653e-05
2025-10-28 12:26:00,99676.94804502279,6.734447454581627e-06
2025-10-28 12:27:00,99666.32757586986,-0.00010654889983319205
2025-10-28 12:28:00,99661.77573985606,-4.567075083938832e-05
2025-10-28 12:29:00,99669.01078433543,7.259598201669881e-05
2025-10-28 12:30:00,99609.55298442394,-0.0005965525236339975
2025-10-28 12:31:00,99655.70717448741,0.00046335104094574753
2025-10-28 12:32:00,99647.33267802745,-8.403428862635565e-05
2025-10-28 12:33:00,99648.20189590007,8.722941690963992e-06
2025-10-28 12:34:00,99639.60328537971,-8.628967062895843e-05
2025-10-28 12:35:00,99638.68809754401,-9.184980725662761e-06
2025-10-28 12:36:00,99654.01557023078,0.00015383053489981258
2025-10-28 12:37:00,99636.97784096748,-0.00017096881812350695
2025-10-28 12:38:00,99634.53487832099,-2.4518634541337292e-05
2025-10-28 12:39:00,99639.66248566657,5.14641569997476e-05
2025-10-28 12:40:00,99626.81023938209,-0.00012898725230359176
2025-10-28 12:41:00,99607.43397480994,-0.00019448845672753734
2025-10-28 12:42:00,99613.26100880653,5.849999105533854e-05
2025-10-28 12:43:00,99610.0239463523,-3.249630040658147e-05
2025-10-28 12:44:00,99612.40996748954,2.395362477303209e-05
2025-10-28 12:45:00,99601.01485449821,-0.00011439451163819392
2025-10-28 12:46:00,99594.21925551444,-6.822821026164494e-05
2025-10-28 12:47:00,99600.65696818382,6.463942101753162e-05
2025-10-28 12:48:00,99589.0965853408,-0.00011606733524571755
2025-10-28 12:49:00,99600.8586941436,0.00011810639122233901
2025-10-28 12:50:00,99596.35702521354,-4.519708955397217e-05
2025-10-28 12:51:00,99581.39896399528,-0.00015018683077405726
2025-10-28 12:52:00,99582.33283812553,9.377997697956886e-06
2025-10-28 12:53:00,99593.33494264632,0.00011048249430634094
