,0
start,2025-10-27 14:51:00
end,2025-12-03 15:59:00
n_steps,9939
total_return,0.0179736310473555
annual_return,0.19261772408592925
annual_volatility,0.05514823854143907
sharpe,3.4927266795873075
max_drawdown,-0.01119887346902837
max_dd_start,2025-11-21 11:05:00
max_dd_end,2025-11-26 15:12:00
max_dd_duration,5 days 04:07:00
avg_turnover,0.00046938974992372096
